Name,Symbol,Start Date,Hist.,Category,Exchange,Market,Currency,Type,Sector,Full Name,ACTIVE,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE,BOURSE NAME
UNIMICRON TECHNOLOGY,TW:WWE,1998/12/9,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Unimicron Technology,1,675838,T3037,TW0003037008,Taiwan
UNION INSURANCE,TW:UIN,1992/5/5,1992,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Nonlife Insurance,Union Insurance,1,316090,T2816,TW0002816006,Taiwan
UNIPLUS ELECTRONICS,TW:UPE,1999/3/22,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Uniplus Electronics,1,691283,T5381,TW0005381008,Taiwan OTC
UNIQUE OPTICAL INDL.,TW:UOT,2005/5/31,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Unique Optical Industrial,1,32172F,T3441,TW0003441002,Taiwan OTC
UNITECH COMPUTER,TW:UEC,1998/2/26,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Unitech Computer,1,675136,T2414,TW0002414000,Taiwan
UNITECH ELECTRONICS,TW:UTE,2009/8/27,2009,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Unitech Electronics,1,67880K,T3652,TW0003652004,Taiwan OTC
UNITED ALLOY-TECH,TW:UAT,2005/10/3,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,United Alloy-Technology,1,30403R,T3162,TW0003162004,Taiwan OTC
UNITED BIOPHARMA,TW:UBI,2014/9/19,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,United Biopharma,1,9109N1,T6471,TW0006471006,Taiwan OTC
UNITED INTEG.SVS.,TW:UIS,1998/2/16,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,United Integrated Services,1,675084,T2404,TW0002404001,Taiwan
UNITED ORTHOPEDIC,TW:UOC,2004/9/29,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,United Orthopedic,1,29466X,T4129,TW0004129002,Taiwan OTC
UNITED PERFORMANCE MATS.,TW:UPM,2012/12/27,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,United Performance Materials,1,879794,T4752,TW0004752001,Taiwan OTC
UNITED RADIANT TECH.,TW:URT,1997/1/1,1997,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,United Radiant Technology,1,887834,T5315,TW0005315006,Taiwan OTC
UNITEL HIGH TECHNOLOGY,TW:UTL,2010/1/4,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Unitel High Technology,1,69233C,T3642,TW0003642005,Taiwan OTC
UNITY OPTO TECH.,TW:UPT,2002/2/19,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Unity Opto Technology,1,15210V,T2499,TW0002499001,Taiwan
UNIVACCO TECHNOLOGY,TW:UCC,2007/5/28,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Univacco Technology,1,28973Q,T3303,TW0003303004,Taiwan OTC
UNIVERSAL,TW:UIC,1999/3/29,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Universal,1,691350,T1325,TW0001325009,Taiwan
UNIVERSAL CEMENT,TW:UCE,1988/7/19,1988,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Universal Cement,1,777153,T1104,TW0001104008,Taiwan
UNIVERSAL MCRWV.TECH.,TW:UNM,2008/1/3,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Universal Microwave Technology,1,41298V,T3491,TW0003491007,Taiwan OTC
UNIVERSAL MICROELS.,TW:UMC,1998/10/28,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Universal Microelectronics,1,675739,T2413,TW0002413002,Taiwan
UNIVERSAL TEX.,TW:UT,1991/2/5,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Universal Textile,1,503461,T1445,TW0001445005,Taiwan
UNIVERSAL VIS.BIOTECH.,TW:UNV,2004/11/29,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Health Care Equipment and Services,Universal Vision Biotechnology,1,29731X,T3218,TW0003218004,Taiwan OTC
UNIZYX HOLDING,TW:ZXC,1998/2/4,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Unizyx Holding,1,675034,T3704,TW0003704003,Taiwan
UPC TECHNOLOGY,TW:UNI,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,UPC Technology,1,540311,T1313,TW0001313005,Taiwan
USERJOY TECHNOLOGY,TW:UTC,2008/4/18,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Userjoy Technology,1,41510N,T3546,TW0003546008,Taiwan OTC
USI,TW:USI,1987/9/10,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,USI,1,756133,T1304,TW0001304004,Taiwan
USUN TECHNOLOGY,TW:USU,2007/9/11,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Usun Technology,1,35924D,T3498,TW0003498002,Taiwan OTC
UTECHZONE,TW:UTZ,2007/12/27,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Utechzone,1,31191K,T3455,TW0003455002,Taiwan OTC
UVAT TECHNOLOGY,TW:UVA,2007/10/25,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Uvat Technology,1,51394W,T3580,TW0003580007,Taiwan OTC
VE WONG,TW:VEW,1987/9/11,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Food Producers,VE Wong,1,756134,T1203,TW0001203008,Taiwan
VECTORITE BIOTECH,TW:VEK,2013/4/15,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Vectorite Biotechnology,1,88301X,T4170,TW0004170006,Taiwan OTC
VIA TECHNOLOGIES,TW:VIT,1999/3/5,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Via Technologies,1,691207,T2388,TW0002388006,Taiwan
VICTORY CIRCUIT,TW:VIC,2001/3/29,2001,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Victory Circuit,1,257235,T6101,TW0006101009,Taiwan OTC
VICTORY NEW MATERIALS,TW:VNM,2013/12/6,2013,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Victory New Materials,1,93673M,T1340,KYG935971054,Taiwan
VIGOR KOBO,TW:VGK,2012/12/24,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Food Producers,Vigor Kobo,1,87957X,T2733,TW0002733003,Taiwan OTC
VIKING TECH,TW:VKT,2011/3/16,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Viking Technology,1,53676V,T3624,TW0003624003,Taiwan OTC
VISUAL PHOTONICS EPITAXY,TW:VPH,2002/1/24,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Visual Photonics Epitaxy,1,15136W,T2455,TW0002455003,Taiwan
VIVOTEK,TW:VIV,2006/7/25,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Vivotek,1,31445U,T3454,TW0003454005,Taiwan
VOLTRONIC POWER TECH.,TW:VPT,2013/1/8,2013,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Voltronic Power Technology,1,88000E,T6409,TW0006409006,Taiwan
WAFER WORKS,TW:WFR,2002/5/16,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Wafer Works,1,25518N,T6182,TW0006182009,Taiwan OTC
WAFFER TECHNOLOGY,TW:WAF,2003/3/12,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Waffer Technology,1,26873W,T6235,TW0006235005,Taiwan
WAH HONG INDUSTRIAL,TW:WHI,2005/6/23,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Wah Hong Industrial,1,30383X,T8240,TW0008240003,Taiwan OTC
WAH LEE INDUSTRIAL,TW:WLI,2000/9/19,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Wah Lee Industrial,1,264783,T3010,TW0003010005,Taiwan
WALTON ADVANCED ENGR.,TW:WAE,2006/8/23,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Walton Advanced Engineering,1,36125X,T8110,TW0008110008,Taiwan
WALTON CHAINTECH,TW:CCM,1998/2/4,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Walton Chaintech,1,675069,T2425,TW0002425006,Taiwan
WAN HAI LINES,TW:WHL,1996/5/16,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Wan Hai Lines,1,865596,T2615,TW0002615002,Taiwan
WANHWA ENTERPRISE,TW:WAN,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment and Services,Wanhwa Enterprise,1,777154,T2701,TW0002701000,Taiwan
WANSHIH ELT.,TW:WEC,2002/1/8,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Wanshih Electronic,1,14915R,T6134,TW0006134000,Taiwan OTC
WATERLAND FINL.HDG.,TW:INT,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Waterland Financial Holdings,1,777096,T2889,TW0002889003,Taiwan
WAYS TECHNICAL,TW:WYT,2007/10/17,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Ways Technical,1,36267D,T3508,TW0003508008,Taiwan OTC
WEI CHUAN FOODS,TW:WEI,1987/9/9,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Food Producers,Wei Chuan Foods,1,756136,T1201,TW0001201002,Taiwan
WEIKENG INDL.,TW:WKI,2000/10/31,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Weikeng Industrial,1,297041,T3033,TW0003033007,Taiwan
WELL GLORY DEVELOPMENT,TW:TYA,1996/1/12,1996,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Real Estate Investment and Services,Well Glory Development,1,887881,T5529,TW0005529002,Taiwan OTC
WELL SHIN TECHNOLOGY,TW:WSC,2007/9/20,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Well Shin Technology,1,51025X,T3501,TW0003501003,Taiwan
WELLDONE,TW:WDC,2002/4/16,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Welldone,1,15412P,T6170,TW0006170004,Taiwan OTC
WELLPOOL,TW:WCL,2010/11/11,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Wellpool,1,77452D,T8424,TW0008424003,Taiwan OTC
WELLTEND TECHNOLOGY,TW:CRT,2000/9/20,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Welltend Technology,1,265180,T3021,TW0003021002,Taiwan
WELTREND SEMICON.,TW:WSI,1997/1/9,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Weltrend Semiconductor,1,887841,T2436,TW0002436003,Taiwan
WHA YU INDUSTRIAL,TW:WYI,2006/5/12,2006,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Wha Yu Industrial,1,31191N,T3419,TW0003419008,Taiwan
WHOLETECH SYSTEM HITECH,TW:WSH,2007/1/9,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Wholetech System Hitech,1,31191Q,T3402,TW0003402004,Taiwan OTC
WIESON TECHNOLOGIES,TW:WIE,2002/12/24,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Wieson Technologies,1,51612C,T6272,TW0006272008,Taiwan OTC
WINMATE COMMUNICATION,TW:WMT,2007/9/27,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Winmate Communication,1,31191U,T3416,TW0003416004,Taiwan
WINSON MACHINERY CASTING,TW:WMC,2012/5/28,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Winson Machinery Casting,1,87176E,T4538,TW0004538004,Taiwan OTC
WINSTEK SEMICONDUCTOR,TW:SCS,2005/8/2,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Winstek Semiconductor,1,30384D,T3265,TW0003265005,Taiwan OTC
WISDOM MARINE LINES,TW:MAR,2010/12/1,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Transportation,Wisdom Marine Lines,1,725689,T2637,KYG9721M1033,Taiwan
WISECHIP SEMICONDUCTOR,TW:WSX,2011/8/29,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Wisechip Semiconductor,1,77579W,T5245,TW0005245005,Taiwan OTC
WISHER INDUSTRIAL,TW:WIS,1997/9/8,1997,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Wisher Industrial,1,896168,T1465,TW0001465003,Taiwan
WISTRON INFO TECH.,TW:WTR,2010/6/25,2010,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Wistron Information Technology,1,70752F,T4953,TW0004953005,Taiwan OTC
WISTRON NEWEB,TW:WNE,2003/9/22,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Wistron Neweb,1,27620X,T6285,TW0006285000,Taiwan
WONDERFUL HI-TECH,TW:WWC,1998/2/4,1998,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Wonderful Hi-Tech,1,675068,T6190,TW0006190002,Taiwan OTC
WOWPRIME,TW:WCP,2011/4/29,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Travel and Leisure,Wowprime,1,77450R,T2727,TW0002727005,Taiwan
WT MICROELECTRONICS,TW:WNM,2000/9/26,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Warrant Microelectronics,1,297036,T3036,TW0003036000,Taiwan
WUS PRINTED CIRCUIT,TW:WUS,1991/2/5,1991,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,WUS Printed Circuit,1,314031,T2316,TW0002316007,Taiwan
WW-KY HLDG.,TW:WWK,2016/11/8,2016,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Retailers,WW-Ky Holding,1,2722NP,T8442,KYG981151015,Taiwan
X LEGEND ENTERTAINMENT,TW:XLE,2010/12/24,2010,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),X Legend Entertainment,1,77452U,T4994,TW0004994009,Taiwan
XAC AUTOMATION,TW:XAC,2001/5/14,2001,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,XAC Automation,1,263158,T5490,TW0005490007,Taiwan OTC
XIN CHIO GLOBAL,TW:TRE,2004/9/17,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,XIN Chio Global,1,29363M,T3171,TW0003171005,Taiwan OTC
XINGBAO INTERNATIONAL,TW:ADR,2002/3/26,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Xingbao International,1,15354D,T6130,TW0006130008,Taiwan OTC
XINTEC,TW:XTC,2004/9/8,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Support Services,Xintec,1,31191L,T3374,TW0003374005,Taiwan OTC
XXENTRIA TECH.MATERIALS,TW:XXT,2003/5/16,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Construction and Materials,Xxentria Technology Materials,1,27043M,T8942,TW0008942004,Taiwan OTC
Y-S ELECTRONIC,TW:PMP,2012/12/28,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Y-S Electronic,1,879790,T6418,TW0006418007,Taiwan OTC
YA HORNG ELECTRONIC,TW:YAH,2002/12/27,2002,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Ya Horng Electronic,1,26637M,T6201,TW0006201007,Taiwan
YAO I FABRIC,TW:YAO,2011/6/9,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Yao I Fabric,1,69233W,T4430,TW0004430004,Taiwan OTC
YC,TW:YCC,2000/4/18,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Industrials,YC,1,280427,T4306,TW0004306006,Taiwan
YC INOX,TW:YCI,1999/10/18,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,YC Inox,1,691845,T2034,TW0002034006,Taiwan
YCC PARTS MANUFACTURING,TW:YPM,2011/4/12,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,YCC Participations Manufacturing,1,77449K,T1339,TW0001339000,Taiwan
YEASHIN INTL.DEVELOPMENT,TW:JMI,2003/4/24,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Yeashin International Development,1,26990D,T5213,TW0005213003,Taiwan OTC
YEH-CHIANG TECH.,TW:YCT,2002/3/19,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Yeh-Chiang Technology,1,15329E,T6124,TW0006124001,Taiwan OTC
YEN SUN TECHNOLOGY,TW:YST,2004/12/23,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Yen Sun Technology,1,29843E,T6275,TW0006275001,Taiwan OTC
YEOU YIH STEEL,TW:YYS,2006/7/10,2006,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Yeou Yih Steel,1,36125W,T9962,TW0009962001,Taiwan OTC
YFC-BONEAGLE ELECTRIC,TW:YFC,2003/1/9,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,YFC-Boneagle Electric,1,26675J,T6220,TW0006220007,Taiwan OTC
YI JINN INDL.,TW:YJI,1994/10/20,1994,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Yi Jinn Industrial,1,141035,T1457,TW0001457000,Taiwan
YIEH PHUI ENTERPRISE,TW:YPE,1995/7/28,1995,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Yieh Phui Enterprise,1,313493,T2023,TW0002023009,Taiwan
YIEH UNITED STEEL,TW:YUS,2003/1/3,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Yieh United Steel,1,32171L,T9957,TW0009957001,Taiwan OTC
YIEH-HSING ENTER.,TW:YIE,1989/7/3,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Metals and Mining,Yieh-Hsing Enterprise,1,500091,T2007,TW0002007002,Taiwan
YIELD MICROELECTRONICS,TW:YME,2014/10/23,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Yield Microelectronics,1,9146LL,T6423,TW0006423007,Taiwan OTC
YOKO INTERNATIONAL,TW:YTC,2001/12/28,2001,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Yoko International,1,14901R,T6131,TW0006131006,Taiwan
YONG SHUN CHEMICAL,TW:YOC,1999/2/24,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Chemicals,Yong Shun Chemical,1,691153,T4711,TW0004711007,Taiwan OTC
YONYU PLASTICS,TW:TOP,1996/7/17,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,General Industrials,Yonyu Plastics,1,887807,T1323,TW0001323004,Taiwan
YOUNG FAST OPEL.,TW:YOU,2009/3/25,2009,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Young Fast Optoelectronics,1,53637J,T3622,TW0003622007,Taiwan
YOUNG OPTICS,TW:YOI,2007/1/26,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Young Optics,1,32772K,T3504,TW0003504007,Taiwan
YOUNGTEK ELTN.,TW:YER,2004/3/29,2004,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Youngtek Electronics,1,28737D,T6261,TW0006261001,Taiwan OTC
YUAN JEN ENTERPRISES,TW:YJE,1998/4/29,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Chemicals,Yuan Jen Enterprises,1,675394,T1725,TW0001725000,Taiwan
YUANTA FUTURES,TW:PMG,2007/11/28,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Financial Services (Sector),Yuanta Futures,1,31239L,T6023,TW0006023005,Taiwan OTC
YUFO ELECTRONIC,TW:YEP,2002/12/5,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Yufo Electronic,1,26588K,T6194,TW0006194004,Taiwan OTC
YULON MOTOR,TW:YUE,1987/9/9,1987,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Yulon Motor,1,756137,T2201,TW0002201001,Taiwan
YUNG TAY ENGR.,TW:YUN,1989/11/9,1989,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Industrial Engineering,Yung Tay Engineering,1,540329,T1507,TW0001507002,Taiwan
YUNGSHIN GLOBAL HOLDING,TW:YSO,1993/5/3,1993,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Pharmaceuticals and Biotechnology,Yungshin Global Holding,1,317182,T3705,TW0003705000,Taiwan
Z COM,TW:ZCO,2003/9/25,2003,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Z Com,1,414189,T8176,TW0008176009,Taiwan OTC
ZEN VOCE,TW:ZVC,2007/10/2,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Zen Voce,1,51437Q,T3581,TW0003581005,Taiwan OTC
ZENG HSING INDUSTRIAL,TW:ZNG,2007/12/28,2007,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Zeng Hsing Industrial,1,30903R,T1558,TW0001558005,Taiwan
ZENITRON,TW:ZEN,2000/10/2,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Zenitron,1,265704,T3028,TW0003028007,Taiwan
ZENTEL ELECTRONICS,TW:ZEC,2008/10/21,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Zentel Electronics,1,41690D,T3553,TW0003553004,Taiwan OTC
ZERO ONE TECH.,TW:ZOC,2000/1/21,2000,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Support Services,Zero One Technology,1,280202,T3029,TW0003029005,Taiwan
ZHEN DING TECH.HOLDING,TW:ZHE,2011/12/26,2011,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Zhen Ding Technology Holding,1,86589M,T4958,KYG989221000,Taiwan
ZIG SHENG INDUSTRIAL,TW:ZIG,1993/10/7,1993,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,ZIG Sheng Industrial,1,317797,T1455,TW0001455004,Taiwan
ZINWELL,TW:ZWC,1999/11/22,1999,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Zinwell,1,691956,T2485,TW0002485000,Taiwan
ZIPPY TECHNOLOGY,TW:ZSC,1996/5/27,1996,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Zippy Technology,1,887830,T2420,TW0002420007,Taiwan
1 PRODUCTION FILM,TW:OPF,2014/10/27,2014,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Media,1 Production Film,1,9166NF,T8458,TW0008458001,Taiwan OTC
ABILITY OPTO-ELTN.TECH.,TW:AOT,2005/9/6,2005,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Ability Opto-Electronics Technology,1,30865X,T3362,TW0003362000,Taiwan OTC
ACELON CHEMICALS & FIBER,TW:ACF,1998/4/3,1998,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Personal Goods,Acelon Chemicals and Fiber,1,675328,T1466,TW0001466001,Taiwan
ACSIP TECHNOLOGY,TW:AKT,2012/10/26,2012,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Acsip Technology,1,87764M,T6403,TW0006403009,Taiwan OTC
ACTI,TW:ACY,2011/6/22,2011,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Acti,1,77450D,T5240,TW0005240006,Taiwan OTC
ACULA TECHNOLOGY,TW:ACN,2008/1/28,2008,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Electronic and Electrical Equipment,Acula Technology,1,51543N,T3434,TW0003434007,Taiwan OTC
ADVANCED CNTL.&SYS.,TW:ACS,2002/2/25,2002,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Software and Computer Services,Advanced Control and Systems,1,15224F,T5209,TW0005209001,Taiwan OTC
ADVANCED LITHIUM ERCM.KY,TW:ADE,2013/12/9,2013,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Automobiles and Parts,Advanced Lithium Ercm Ky,1,93650Z,T5227,KYG0100G1064,Taiwan OTC
AEWIN TECHNOLOGIES,TW:AEW,2007/8/8,2007,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Aewin Technologies,1,51248W,T3564,TW0003564001,Taiwan OTC
AIPTEK INTL.,TW:AII,2003/1/14,2003,Equities,Taiwan,Taiwan,Taiwanese Dollar,Equity,Leisure Goods,Aiptek International,1,26686N,T6225,TW0006225006,Taiwan
AIRLUX ELEXTRICAL,TW:AEC,2000/5/19,2000,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Household Goods and Home Construction,Airlux Elextrical,1,280857,T4609,TW0004609003,Taiwan OTC
ALBATRON TECH.,TW:CYE,1999/5/13,1999,Equities,Taiwan OTC,Taiwan,Taiwanese Dollar,Equity,Technology Hardware and Equipment,Albatron Technology,1,691506,T5386,TW0005386007,Taiwan OTC
