issuer,Idate,Fdate,ISIN,ticker,SIC,LCS Key,LCS,LCS Value,Full Name,Name,Symbol,Start Date,DATASTREAM CODE,LOC OFF. CODE,ISIN CODE
AURAS Technology Co Ltd,2005/4/16,2005/4/16,TW0003324000,3324,3577,AURAS Technology Co Ltd,auras,Auras Technology,Auras Technology,AURAS TECHNOLOGY,TW:AAS,2005/5/13,28999K,T3324,TW0003324000
Donpon Precision Inc,2005/4/19,2005/4/19,TW0003290003,3290,2821,Donpon Precision Inc,donponprecision,Donpon Precision,Donpon Precision,DONPON PRECISION,TW:DPI,2005/5/19,30726W,T3290,TW0003290003
Hunt Electronic Co Ltd,2005/5/9,2005/5/9,TW0003297008,3297,7382,Hunt Electronic Co Ltd,hunt,Chunghwa Telecom,Chunghwa Telecom,CHUNGHWA TELECOM,TW:CHG,2000/10/30,269528,T2412,TW0002412004
Longwell Co Ltd,2005/5/9,2005/5/9,TW0006290000,6290,3678,Longwell Co Ltd,longwell,Longwell,Longwell,LONGWELL,TW:LWC,2005/6/3,30879P,T6290,TW0006290000
Taiwan Kong King Co Ltd,2005/5/24,2005/5/24,TW0003093001,3093,5065,Taiwan Kong King Co Ltd,taiwankongking,Taiwan Kong King,Taiwan Kong King,TAIWAN KONG KING,TW:TKK,2005/6/17,31117C,T3093,TW0003093001
Wah Hong Industrial Corp,2005/5/25,2005/5/25,TW0008240003,8240,3629,Wah Hong Industrial Corp,wahhong,Wah Hong Industrial,Wah Hong Industrial,WAH HONG INDUSTRIAL,TW:WHI,2005/6/23,30383X,T8240,TW0008240003
De Poan Pneumatic Corp,2005/6/3,2005/6/3,TW0001570000,1570,3629,De Poan Pneumatic Corp,depoanpneumatic,De Poan Pneumatic,De Poan Pneumatic,DE POAN PNEUMATIC,TW:POA,2005/6/30,29101X,T1570,TW0001570000
Shenmao Technology Inc,2005/6/3,2005/6/3,TW0003305009,3305,3674,Shenmao Technology Inc,shenmao,Shenmao Technology,Shenmao Technology,SHENMAO TECHNOLOGY,TW:EAO,2005/6/30,29036D,T3305,TW0003305009
RoyalTek Co Ltd,2005/6/8,2005/6/8,TW0003306007,3306,7372,RoyalTek Co Ltd,royaltek,Royaltek,Royaltek,ROYALTEK,TW:RCL,2005/7/5,30742J,T3306,TW0003306007
Aimtron Technology Corp,2005/6/9,2005/6/9,TW0003298006,3298,3679,Aimtron Technology Corp,aimtron,Amiccom Electronics,Amiccom Electronics,AMICCOM ELECTRONICS,TW:AXX,2012/6/27,87274P,T5272,TW0005272009
Posiflex Technology Inc,2005/6/22,2005/6/22,TW0008114000,8114,3577,Posiflex Technology Inc,posiflex,Posiflex Technologies,Posiflex Technologies,POSIFLEX TECHNOLOGIES,TW:FLX,2005/7/20,29000M,T8114,TW0008114000
High-Tek Harness Enterprise Co,2005/6/29,2005/6/29,TW0003202008,3202,3357,High-Tek Harness Enterprise Co,high-tekharness,High-Tek Harness Enterprise,High-Tek Harness Enterprise,HIGH-TEK HARNESS ENTER.,TW:ITH,2005/7/26,31236X,T3202,TW0003202008
Bin Chuan Enterprise Co Ltd,2005/7/4,2005/7/4,TW0001569002,1569,3674,Bin Chuan Enterprise Co Ltd,binchuanenterpr,Bin Chuan Enterprise,Bin Chuan Enterprise,BIN CHUAN ENTER.,TW:UAN,2005/7/29,28998N,T1569,TW0001569002
Bothhand Enterprise Inc,2005/7/4,2005/7/4,TW0003299004,3299,3679,Bothhand Enterprise Inc,bothhandenterpr,Bothhand Enterprise,Bothhand Enterprise,BOTHHAND ENTERPRISE,TW:BHE,2005/7/29,28922P,T3299,TW0003299004
Tien Liang Bio Tech Co Ltd,2005/7/4,2005/7/4,TW0004127006,4127,2836,Tien Liang Bio Tech Co Ltd,tienliangbiotec,Tien Liang Biotechnology,Tien Liang Biotechnology,TIEN LIANG BIOTECH,TW:TLB,2005/7/29,31305D,T4127,TW0004127006
Winstek Semiconductor Corp,2005/7/5,2005/7/5,TW0003265005,3265,8734,Winstek Semiconductor Corp,winsteksemicond,Winstek Semiconductor,Winstek Semiconductor,WINSTEK SEMICONDUCTOR,TW:SCS,2005/8/2,30384D,T3265,TW0003265005
Entery Industrial Co Ltd,2005/7/13,2005/7/13,TW0001333003,1333,3674,Entery Industrial Co Ltd,entery,Entery Industrial,Entery Industrial,ENTERY INDUSTRIAL,TW:EIC,2005/8/8,30726M,T1333,TW0001333003
Casing Macron Technology Co,2005/7/19,2005/7/19,TW0003325007,3325,3577,Casing Macron Technology Co,casingmacron,Casing Macron Technology,Casing Macron Technology,CASING MACRON TECHNOLOGY,TW:CMH,2005/8/15,28922T,T3325,TW0003325007
Ability Optoelectronics Tech,2005/8/9,2005/8/9,TW0003362000,3362,3674,Ability Optoelectronics Tech,abilityoptoele,Ability Opto-Electronics Technology,Ability Opto-Electronics Technology,ABILITY OPTO-ELTN.TECH.,TW:AOT,2005/9/6,30865X,T3362,TW0003362000
Sagittarius Life Science,2005/8/16,2005/8/16,TW0003205001,3205,2834,Sagittarius Life Science,sagittariuslife,Sagittarius Life Science,Sagittarius Life Science,SAGITTARIUS LIFE SCIENCE,TW:IUS,2005/9/12,28999F,T3205,TW0003205001
United Alloy-Tech Co Ltd,2005/9/5,2005/9/5,TW0003162004,3162,3674,United Alloy-Tech Co Ltd,unitedalloy-tec,United Alloy-Technology,United Alloy-Technology,UNITED ALLOY-TECH,TW:UAT,2005/10/3,30403R,T3162,TW0003162004
Syn-Tech Chem & Pharm Co Ltd,2005/9/19,2005/9/19,TW0001777001,1777,2836,Syn-Tech Chem & Pharm Co Ltd,syn-techc,SYN-Technology Chemical and Pharmaceutical,SYN-Technology Chemical and Pharmaceutical,SYN-TECH CHM.& PHARM.,TW:CAP,2005/10/19,30923N,T1777,TW0001777001
GMI Technology Inc,2005/10/11,2005/10/11,TW0003312005,3312,3577,GMI Technology Inc,gmi,Gomaji,Gomaji,GOMAJI,TW:GMJ,2015/1/14,9273ND,T8472,TW0008472002
Kenmos Technology Co Ltd,2005/11/9,2005/11/9,TW0008107004,8107,3679,Kenmos Technology Co Ltd,enmos,Excelliance MOS,Excelliance MOS,EXCELLIANCE MOS,TW:EXX,2012/12/7,87906H,T5299,TW0005299002
Microcosm Corp,2005/11/25,2005/11/25,TW0003354007,3354,3674,Microcosm Corp,microcosm,Microcosm Technology,Microcosm Technology,MICROCOSM TECH.,TW:MCO,2005/12/8,29112E,T3354,TW0003354007
Taiwan IC Packaging Corp,2005/12/6,2005/12/6,TW0003372009,3372,3674,Taiwan IC Packaging Corp,taiwanicpackagi,Taiwan IC Packaging,Taiwan IC Packaging,TAIWAN IC PACKAGING,TW:TIK,2005/12/16,30866T,T3372,TW0003372009
Wellypower Optronics Corp,2005/12/16,2005/12/16,TW0003080008,3080,3641,Wellypower Optronics Corp,wellypoweroptro,Wellypower Optronics,Wellypower Optronics,WELLYPOWER OPTRONICS,TW:WPO,2005/12/28,32513W,T3080,TW0003080008
Hola Home Furnishings Co Ltd,2006/1/6,2006/1/6,TW0002921004,2921,5023,Hola Home Furnishings Co Ltd,holahomefurnish,Hola Home Furnishings,Hola Home Furnishings,HOLA HOME FRNS.,TW:HHF,2006/1/19,31196H,T2921,TW0002921004
Cheng Lie Navigation Co Ltd,2006/2/8,2006/2/8,TW0002628005,2628,4412,Cheng Lie Navigation Co Ltd,chenglienavigat,Cheng LIE Navigation,Cheng LIE Navigation,CHENG LIE NAVIGATION,TW:CLN,2006/2/23,31326K,T2628,TW0002628005
Sunflex Tech Co Ltd,2006/2/8,2006/2/8,TW0003390001,3390,3674,Sunflex Tech Co Ltd,sflextech,Posiflex Technologies,Posiflex Technologies,POSIFLEX TECHNOLOGIES,TW:FLX,2005/7/20,29000M,T8114,TW0008114000
Tai-Saw Technology Co Ltd,2006/2/9,2006/2/9,TW0003221008,3221,3674,Tai-Saw Technology Co Ltd,tai-saw,Tai-Saw Technology,Tai-Saw Technology,TAI-SAW TECH.,TW:IWT,2006/2/22,30866L,T3221,TW0003221008
Topco Technologies Corp,2006/2/9,2006/2/9,TW0003388005,3388,5162,Topco Technologies Corp,topcotechnologi,Topco Technologies,Topco Technologies,TOPCO TECHNOLOGIES,TW:TTH,2006/2/22,31193Q,T3388,TW0003388005
E-Ton Solar Tech Co Ltd,2006/2/20,2006/2/20,TW0003452009,3452,3674,E-Ton Solar Tech Co Ltd,e-tonsolar,E-Ton Solar Technology,E-Ton Solar Technology,E-TON SOLAR TECH.,TW:ETS,2006/3/8,31192C,T3452,TW0003452009
QST International Corp,2006/2/20,2006/2/20,TW0008349002,8349,3965,QST International Corp,qst,Nyquest Technology,Nyquest Technology,NYQUEST TECHNOLOGY,TW:NQT,2014/12/24,9239V5,T6494,TW0006494008
Foxlink Image Tech Co Ltd,2006/2/27,2006/2/27,TW0006298003,6298,3577,Foxlink Image Tech Co Ltd,foxlinkimage,Foxlink Image Technology,Foxlink Image Technology,FOXLINK IMAGE TECHNOLOGY,TW:XIM,2006/3/15,32827J,T6298,TW0006298003
Actron Technology Corp,2006/4/10,2006/4/10,TW0008255001,8255,3674,Actron Technology Corp,actron,ABC Taiwan Electronics,ABC Taiwan Electronics,ABC TAIWAN ELECTRONICS,TW:ATB,2004/12/2,29740V,T3236,TW0003236006
PixArt Imaging Inc,2006/4/18,2006/4/18,TW0003227005,3227,3674,PixArt Imaging Inc,pixartimaging,Pixart Imaging,Pixart Imaging,PIXART IMAGING,TW:PII,2006/5/4,30384C,T3227,TW0003227005
Wha Yu Industrial Co Ltd,2006/4/26,2006/4/26,TW0003419008,3419,3674,Wha Yu Industrial Co Ltd,whayu,Wha Yu Industrial,Wha Yu Industrial,WHA YU INDUSTRIAL,TW:WYI,2006/5/12,31191N,T3419,TW0003419008
Skardin Industrial Corp,2006/5/2,2006/5/2,TW0003466009,3466,3663,Skardin Industrial Corp,skardin,Skardin Industrial,Skardin Industrial,SKARDIN INDUSTRIAL,TW:SKA,2006/5/17,31193L,T3466,TW0003466009
Harmony Electronics Corp,2006/5/11,2006/5/11,TW0008182007,8182,3674,Harmony Electronics Corp,harmony,Harmony Electronics,Harmony Electronics,HARMONY ELTN.,TW:HAE,2006/5/25,30866M,T8182,TW0008182007
Feei Cherng Enterprise Co Ltd,2006/5/15,2006/5/15,TW0003313003,3313,3675,Feei Cherng Enterprise Co Ltd,feeicherngenter,Feei Cherng Enterprise,Feei Cherng Enterprise,FEEI CHERNG ENTERPRISE,TW:EEI,2006/5/29,28930P,T3313,TW0003313003
Sunnic Tech & Merch Inc,2006/5/22,2006/5/22,TW0003360004,3360,3674,Sunnic Tech & Merch Inc,unitechmer,Unitech Computer,Unitech Computer,UNITECH COMPUTER,TW:UEC,1998/2/26,675136,T2414,TW0002414000
Microbio Co Ltd,2006/5/25,2006/5/25,TW0004128004,4128,2834,Microbio Co Ltd,microbio,Microbio,Microbio,MICROBIO,TW:MCL,2006/6/9,35919R,T4128,TW0004128004
Tekcore Co Ltd,2006/6/12,2006/6/12,TW0003339008,3339,3674,Tekcore Co Ltd,tekcore,Tekcore,Tekcore,TEKCORE,TW:TKO,2006/6/27,29067W,T3339,TW0003339008
Kaori Heat Treatment Co Ltd,2006/6/15,2006/6/15,TW0008996000,8996,3398,Kaori Heat Treatment Co Ltd,kaoriheattreatm,Kaori Heat Treatment,Kaori Heat Treatment,KAORI HEAT TREATMENT,TW:KHT,2006/6/30,31105V,T8996,TW0008996000
Tang Eng Iron Works Co Ltd,2006/6/23,2006/6/23,TW0002035003,2035,3312,Tang Eng Iron Works Co Ltd,tangengiron,Tang English Iron Works,Tang English Iron Works,TANG ENG IRON WORKS,TW:TIW,2006/7/7,36188K,T2035,TW0002035003
Yeou Yih Steel Company Limited,2006/6/26,2006/6/26,TW0009962001,9962,3325,Yeou Yih Steel Company Limited,yeouyihsteel,Yeou Yih Steel,Yeou Yih Steel,YEOU YIH STEEL,TW:YYS,2006/7/10,36125W,T9962,TW0009962001
Intl Games System Co Ltd,2006/6/28,2006/6/28,TW0003293007,3293,3999,Intl Games System Co Ltd,itaesyste,Solid State System,Solid State System,SOLID STATE SYSTEM,TW:SOL,2007/12/24,30726P,T3259,TW0003259008
Advanced Analog Technology Inc,2006/7/4,2006/7/4,TW0003438008,3438,3674,Advanced Analog Technology Inc,advancedanalog,Advanced Analog Technology,Advanced Analog Technology,ADVANCED ANALOG TECH.,TW:AAT,2006/7/19,31193P,T3438,TW0003438008
Holux Technology Inc,2006/7/5,2006/7/5,TW0003431003,3431,3812,Holux Technology Inc,holux,Holux Technology,Holux Technology,HOLUX TECHNOLOGY,TW:HXT,2006/7/19,31192K,T3431,TW0003431003
Vivotek Inc,2006/7/11,2006/7/11,TW0003454005,3454,3651,Vivotek Inc,vivotek,Vivotek,Vivotek,VIVOTEK,TW:VIV,2006/7/25,31445U,T3454,TW0003454005
Walton Advanced Engineering,2006/8/9,2006/8/9,TW0008110008,8110,3674,Walton Advanced Engineering,waltonadvancede,Walton Advanced Engineering,Walton Advanced Engineering,WALTON ADVANCED ENGR.,TW:WAE,2006/8/23,36125X,T8110,TW0008110008
Hi Sharp Electronics Inc,2006/8/21,2006/8/21,TW0003128005,3128,3663,Hi Sharp Electronics Inc,hisharp,Hi Sharp Electronics,Hi Sharp Electronics,HI SHARP ELECTRONICS,TW:HIE,2006/9/4,30256F,T3128,TW0003128005
Alpha Microelectronics Corp,2006/9/8,2006/9/8,TW0008024001,8024,3674,Alpha Microelectronics Corp,alphamicroelect,Alpha Microelectronics,Alpha Microelectronics,ALPHA MICROELECTRONICS,TW:APM,2006/9/25,41197M,T8024,TW0008024001
Contrel Technology Co Ltd,2006/9/8,2006/9/8,TW0008064007,8064,3674,Contrel Technology Co Ltd,contrel,Richmond International Travel and Tours,Richmond International Travel and Tours,RICHMOND INTL.TRVL.& TOURS,TW:RTT,2015/3/25,9382M9,T2743,TW0002743002
Jiin Ming Industry Co Ltd,2006/9/8,2006/9/8,TW0003230009,3230,3674,Jiin Ming Industry Co Ltd,inngindustr,Sinkang Industries,Sinkang Industries,SINKANG INDS.,TW:SII,1996/5/3,887822,T2032,TW0002032000
Hsin Yung Chien Co Ltd,2006/9/14,2006/9/14,TW0002114006,2114,3069,Hsin Yung Chien Co Ltd,hsinyungchien,Hsin Yung Chien,Hsin Yung Chien,HSIN YUNG CHIEN,TW:HYC,2006/9/28,32171Q,T2114,TW0002114006
Globalsat Technology Corp,2006/10/3,2006/10/3,TW0003499000,3499,3663,Globalsat Technology Corp,globalsat,Globalsat Worldcom,Globalsat Worldcom,GLOBALSAT WORLDCOM,TW:GBA,2006/10/19,32608E,T3499,TW0003499000
Li Cheng Enterprise Co Ltd,2006/10/30,2006/10/30,TW0004426002,4426,2299,Li Cheng Enterprise Co Ltd,lichengenterpri,Li Cheng Enterprise,Li Cheng Enterprise,LI CHENG ENTERPRISE,TW:LIR,2006/11/10,31192Q,T4426,TW0004426002
Forcecon Technology Co Ltd,2006/12/12,2006/12/12,TW0003483004,3483,3577,Forcecon Technology Co Ltd,forcecon,Forcecon Technology,Forcecon Technology,FORCECON TECH.,TW:FCC,2006/12/18,32645E,T3483,TW0003483004
Wholetech System Hitech Ltd,2006/12/26,2006/12/26,TW0003402004,3402,3674,Wholetech System Hitech Ltd,wholetechsystem,Wholetech System Hitech,Wholetech System Hitech,WHOLETECH SYSTEM HITECH,TW:WSH,2007/1/9,31191Q,T3402,TW0003402004
Syncmold Enterprise Corp,2007/1/9,2007/1/9,TW0001582005,1582,3544,Syncmold Enterprise Corp,syncmoldenterpr,Syncmold Enterprise Corporation,Syncmold Enterprise Corporation,SYNCMOLD ENTER.CORP.,TW:SCM,2007/1/11,35645C,T1582,TW0001582005
Kingstate Electronics Corp,2007/1/26,2007/1/26,TW0003206009,3206,3674,Kingstate Electronics Corp,kingstate,Kingstate Electronics,Kingstate Electronics,KINGSTATE ELTN.,TW:KNG,2007/2/8,29084E,T3206,TW0003206009
IC Plus Corp,2007/4/17,2007/4/17,TW0008040007,8040,3674,IC Plus Corp,icplus,IC Plus,IC Plus,IC PLUS,TW:IPS,2007/4/30,50266F,T8040,TW0008040007
Megaforce Co Ltd,2007/4/18,2007/4/18,TW0003294005,3294,3679,Megaforce Co Ltd,megaforce,Megaforce,Megaforce,MEGAFORCE,TW:MGC,2007/4/27,32608D,T3294,TW0003294005
Univacco Technology Inc,2007/5/15,2007/5/15,TW0003303004,3303,3081,Univacco Technology Inc,univacco,Univacco Technology,Univacco Technology,UNIVACCO TECHNOLOGY,TW:UCC,2007/5/28,28973Q,T3303,TW0003303004
Nexcom International Co Ltd,2007/5/25,2007/5/25,TW0008234006,8234,3674,Nexcom International Co Ltd,nexcom,Nexcom International,Nexcom International,NEXCOM INTERNATIONAL,TW:NXC,2007/6/7,31193M,T8234,TW0008234006
Celxpert Energy Corp,2007/6/11,2007/6/11,TW0003323002,3323,3691,Celxpert Energy Corp,celxpertenergy,Celxpert Energy,Celxpert Energy,CELXPERT ENERGY,TW:LXP,2007/6/25,29142J,T3323,TW0003323002
Bionet Corp,2007/7/17,2007/7/17,TW0001784007,1784,2836,Bionet Corp,bionet,Abico Netcom,Abico Netcom,ABICO NETCOM,TW:FSH,2003/12/29,28261N,T8071,TW0008071002
Neng Tyi Precision Industries,2007/7/17,2007/7/17,TW0003512000,3512,3674,Neng Tyi Precision Industries,nengtyiprecisio,Neng TYI Precision Industries,Neng TYI Precision Industries,NENG TYI PRECISION INDS.,TW:NTY,2007/7/25,36277H,T3512,TW0003512000
Tachia Yung Ho Machine Indust,2007/7/23,2007/7/23,TW0002221009,2221,3312,Tachia Yung Ho Machine Indust,tachiayunghomac,Ta Chia Yung Ho Machine Industry,Ta Chia Yung Ho Machine Industry,TA CHIA YUNG HO MACH. IND.,TW:TYM,2007/8/1,32172E,T2221,TW0002221009
DataVan International Corp,2007/7/25,2007/7/25,TW0003521001,3521,3699,DataVan International Corp,datavan,Datavan International,Datavan International,DATAVAN INTERNATIONAL,TW:DTV,2007/8/7,411811,T3521,TW0003521001
Niko Semiconductor Co Ltd,2007/7/31,2007/7/31,TW0003317004,3317,3674,Niko Semiconductor Co Ltd,nikosemiconduct,Niko Semiconductor,Niko Semiconductor,NIKO SEMICONDUCTOR,TW:IKO,2007/8/9,29032V,T3317,TW0003317004
Usun Technology Co Ltd,2007/9/7,2007/9/7,TW0003498002,3498,3559,Usun Technology Co Ltd,usun,Union Insurance,Union Insurance,UNION INSURANCE,TW:UIN,1992/5/5,316090,T2816,TW0002816006
WinMate Communication Inc,2007/9/12,2007/9/12,TW0003416004,3416,3679,WinMate Communication Inc,winmatecommunic,Winmate Communication,Winmate Communication,WINMATE COMMUNICATION,TW:WMT,2007/9/27,31191U,T3416,TW0003416004
Mapower Electronics Co Ltd,2007/9/26,2007/9/26,TW0003489001,3489,3577,Mapower Electronics Co Ltd,mapower,Mapower Electronics,Mapower Electronics,MAPOWER ELECTRONICS,TW:MPW,2007/10/1,35762K,T3489,TW0003489001
Prescope Technologies Co Ltd,2007/9/26,2007/9/26,TW0003073003,3073,3674,Prescope Technologies Co Ltd,peotechnol,APEX Biotechnology,APEX Biotechnology,APEX BIOTECHNOLOGY,TW:ABC,2000/6/13,280930,T1733,TW0001733004
Jhen Vei Electronic Co Ltd,2007/10/1,2007/10/1,TW0003520003,3520,3679,Jhen Vei Electronic Co Ltd,jhenvei,Jhen VEI Electronic,Jhen VEI Electronic,JHEN VEI ELECTRONIC,TW:JVE,2007/10/12,41119F,T3520,TW0003520003
Hi-Light Tek Co Ltd,2007/10/1,2007/10/1,TW0003522009,3522,3674,Hi-Light Tek Co Ltd,hi-lighttek,Hi-Light Tek,Hi-Light Tek,HI-LIGHT TEK,TW:HLT,2007/10/15,41196Q,T3522,TW0003522009
Single Well Industrial Corp,2007/10/1,2007/10/1,TW0003490009,3490,3629,Single Well Industrial Corp,singlewell,Single Well Industrial,Single Well Industrial,SINGLE WELL INDUSTRIAL,TW:SGL,2007/10/15,36277J,T3490,TW0003490009
Ways Technical Corp Ltd,2007/10/3,2007/10/3,TW0003508008,3508,3089,Ways Technical Corp Ltd,waystechnical,Ways Technical,Ways Technical,WAYS TECHNICAL,TW:WYT,2007/10/17,36267D,T3508,TW0003508008
Macroblock Inc,2007/10/16,2007/10/16,TW0003527008,3527,3674,Macroblock Inc,macroblock,Macroblock,Macroblock,MACROBLOCK,TW:MBI,2007/10/29,411810,T3527,TW0003527008
Alltop Technology Co Ltd,2007/10/22,2007/10/22,TW0003526000,3526,3678,Alltop Technology Co Ltd,alltop,Alltop Technology,Alltop Technology,ALLTOP TECHNOLOGY,TW:ATO,2007/11/2,41335C,T3526,TW0003526000
Tiahan Precision Tech Co Ltd,2007/10/22,2007/10/22,TW0001336006,1336,3082,Tiahan Precision Tech Co Ltd,tahanprecision,Taihan Precision Technology,Taihan Precision Technology,TAIHAN PRECISION TECH.,TW:THP,2007/11/2,35923X,T1336,TW0001336006
Efun Technology Co Ltd,2007/10/31,2007/10/31,TW0003523007,3523,3679,Efun Technology Co Ltd,efun,Efun Technology,Efun Technology,EFUN TECHNOLOGY,TW:ETH,2007/11/16,41119E,T3523,TW0003523007
Solteam Electronics Co Ltd,2007/10/31,2007/10/31,TW0003484002,3484,3679,Solteam Electronics Co Ltd,solteam,Solteam Electronics,Solteam Electronics,SOLTEAM ELECTRONICS,TW:SLE,2007/11/9,36176V,T3484,TW0003484002
Ado Optronics Corp,2007/11/14,2007/11/14,TW0003516001,3516,3641,Ado Optronics Corp,adooptronics,ADO Optronics,ADO Optronics,ADO OPTRONICS,TW:ADO,2007/11/29,41225F,T3516,TW0003516001
S-Tech Corp,2007/11/14,2007/11/14,TW0001584001,1584,3356,S-Tech Corp,s-tech,S-Technology,S-Technology,S-TECH,TW:SEH,2007/11/28,41467R,T1584,TW0001584001
Sinmag Bakery Machine Corp,2007/11/27,2007/11/27,TW0001580009,1580,3556,Sinmag Bakery Machine Corp,sinaarmac,Sinphar Pharmaceutical,Sinphar Pharmaceutical,SINPHAR PHARMACEUTICAL,TW:SIP,2000/10/17,267647,T1734,TW0001734002
Thermaltake Technologies Co,2007/11/29,2007/11/29,TW0003540001,3540,3577,Thermaltake Technologies Co,thermaltake,Thermaltake Technology,Thermaltake Technology,THERMALTAKE TECHNOLOGY,TW:THY,2007/12/12,41667W,T3540,TW0003540001
Radiant Innovation Inc,2007/11/30,2007/11/30,TW0003373007,3373,3826,Radiant Innovation Inc,radiantinnovati,Radiant Innovation,Radiant Innovation,RADIANT INNOVATION,TW:RAD,2007/12/13,31193K,T3373,TW0003373007
Solid State System Co Ltd,2007/12/11,2007/12/11,TW0003259008,3259,3672,Solid State System Co Ltd,solidstatesyste,Solid State System,Solid State System,SOLID STATE SYSTEM,TW:SOL,2007/12/24,30726P,T3259,TW0003259008
Utechzone Co Ltd,2007/12/13,2007/12/13,TW0003455002,3455,3823,Utechzone Co Ltd,utechzone,Utechzone,Utechzone,UTECHZONE,TW:UTZ,2007/12/27,31191K,T3455,TW0003455002
Zeng Hsing Industrial Co Ltd,2007/12/17,2007/12/17,TW0001558005,1558,3639,Zeng Hsing Industrial Co Ltd,zenghsing,Zeng Hsing Industrial,Zeng Hsing Industrial,ZENG HSING INDUSTRIAL,TW:ZNG,2007/12/28,30903R,T1558,TW0001558005
Universal Microwave Technology,2007/12/20,2007/12/20,TW0003491007,3491,3679,Universal Microwave Technology,universalmicrow,Universal Microwave Technology,Universal Microwave Technology,UNIVERSAL MCRWV.TECH.,TW:UNM,2008/1/3,41298V,T3491,TW0003491007
Powerchip Semiconductor Corp,2007/12/31,2007/5/7,TW0005346001,5346,3674,Powerchip Semiconductor Corp,wechipsemico,Wisechip Semiconductor,Wisechip Semiconductor,WISECHIP SEMICONDUCTOR,TW:WSX,2011/8/29,77579W,T5245,TW0005245005
Cincon Electronics Co Ltd,2008/1/11,2008/1/11,TW0003332003,3332,3699,Cincon Electronics Co Ltd,cincons,Chainqui Construction Development,Chainqui Construction Development,CHAINQUI CON.DEV.,TW:PAO,1989/7/3,500026,T2509,TW0002509007
Green Energy Technology Inc,2008/1/11,2008/1/11,TW0003519005,3519,3674,Green Energy Technology Inc,greenenergy,Green Energy Technology,Green Energy Technology,GREEN ENERGY TECHNOLOGY,TW:GNY,2008/1/25,41133M,T3519,TW0003519005
Samya Technology Co Ltd,2008/1/11,2008/1/11,TW0003465001,3465,3629,Samya Technology Co Ltd,samya,Samya Technology,Samya Technology,SAMYA TECHNOLOGY,TW:SMY,2008/1/28,32772L,T3465,TW0003465001
Acula Technology Corporation,2008/1/15,2008/1/15,TW0003434007,3434,3577,Acula Technology Corporation,acaoation,XAC Automation,XAC Automation,XAC AUTOMATION,TW:XAC,2001/5/14,263158,T5490,TW0005490007
Advanced Ceramic X Corp,2008/3/11,2008/3/11,TW0003152005,3152,3679,Advanced Ceramic X Corp,advancedceramic,Advanced Ceramic X,Advanced Ceramic X,ADVANCED CERAMIC X,TW:ACD,2008/3/24,31193R,T3152,TW0003152005
Jarllytec Co Ltd,2008/3/14,2008/3/14,TW0003548004,3548,3429,Jarllytec Co Ltd,jarllytec,Jarllytec,Jarllytec,JARLLYTEC,TW:JAR,2008/3/27,41568M,T3548,TW0003548004
Shian Yih Electronic Ind Co,2008/3/25,2008/3/25,TW0003531000,3531,3674,Shian Yih Electronic Ind Co,shianyihco,Shian Yih Electronic Industry,Shian Yih Electronic Industry,SHIAN YIH ELT.INDUSTRY,TW:SYE,2008/4/8,41471F,T3531,TW0003531000
eGalax-eMPIA Technology Inc,2008/4/1,2008/4/1,TW0003556007,3556,3679,eGalax-eMPIA Technology Inc,egalaxempia,Egalax Empia Technology,Egalax Empia Technology,EGALAX EMPIA TECHNOLOGY,TW:EGA,2008/4/15,50832L,T3556,TW0003556007
Shih Her Technologies Co Ltd,2008/4/1,2008/4/1,TW0003551008,3551,3674,Shih Her Technologies Co Ltd,shihhertechnol,Shih-Her Technologies,Shih-Her Technologies,SHIH-HER TECHNOLOGIES,TW:SHR,2008/4/15,41747D,T3551,TW0003551008
Userjoy Technology Co Ltd,2008/4/7,2008/4/7,TW0003546008,3546,7371,Userjoy Technology Co Ltd,userjoy,Userjoy Technology,Userjoy Technology,USERJOY TECHNOLOGY,TW:UTC,2008/4/18,41510N,T3546,TW0003546008
Taitien Electronics Co Ltd,2008/4/11,2008/4/11,TW0008289000,8289,3825,Taitien Electronics Co Ltd,taitien,Taitien Electronics,Taitien Electronics,TAITIEN ELECTRONICS,TW:TTN,2008/4/24,30743C,T8289,TW0008289000
Mag Layers Scientific-Technics,2008/4/18,2008/4/18,TW0003068003,3068,3679,Mag Layers Scientific-Technics,maglayerss,Magazine Layers Scientific-Technics,Magazine Layers Scientific-Technics,MAG.LAYERS SCIEN.-TCS.,TW:MCS,2008/5/2,30403H,T3068,TW0003068003
Level Biotechnology Inc,2008/5/8,2008/5/8,TW0003118006,3118,2836,Level Biotechnology Inc,levelbiotechnol,Level Biotechnology,Level Biotechnology,LEVEL BIOTECHNOLOGY,TW:LBT,2008/5/21,30903L,T3118,TW0003118006
